"","user","type"
"1907","Report: The Patriots benched WR Aaron Dobson the last two weeks because he ""mouthed off"" to Josh McDaniels. ","sports"
"1908","Madison Bumgarner threw a shutout then quadruple-fisted beers: ","sports"
"1909","Baseball will test out these six new rules to speed up the pace of games: ","sports"
"1910","Oslo no longer wants the 2022 Winter Olympics, in part because of the IOC's absurd list of demands: ","sports"
"1911","Random old lady wanders into Giants dugout: ","sports"
"1912","VIDEO: Let's all get intimate with Bruce Bochy's face in extreme slow motion ","sports"
"1913","Madison Bumgarner pitches gem as Giants advance in playoffs: ","sports"
"1914","The highlight of tonight's game was this little kid behind home plate ","sports"
"1915","VIDEO: Brandon Crawford's grand slam silences Pittsburgh crowd ","sports"
"1916","VIDEO: Who is this old woman, and how did she get into the Giants' dugout? ","sports"
"1917","The most popular porn genres, visualized ","sports"
"1918","You'll be seeing a lot less pink in the NFL this Pinktober ","sports"
"1919","FUNBAG! What would the NFL do if a guy at the bottom of a dogpile just vanished? ","sports"
"1920","VIDEO: TBS baseball crew recreates ""Boom Goes the Dynamite"" highlight reel ","sports"
"1921","Jaden Smith's Bonkers New Song Will Change Your Life. ","sports"
"1922","Jon Lester vs. James Shields is an argument for the second wild card: ","sports"
"1923","Michael Phelps was arrested on DUI charges in Baltimore. He was allegedly doing 84 mph in a 45-mph zone: ","sports"
"1924","VIDEO: Finnish soccer announcer blows gasket when team scores, wins promotion ","sports"
"1925","Looks like the Manchester United traveling circus might really happen: ","sports"
"1926","Numbers one through 12, ranked: ","sports"
"1927","Michigan statement: ""We put a concussed quarterback back into the game because of a lack of communication"" ","sports"
"1928","Ilya Bryzgalov spent the third period posing for photos with fans: ","sports"
"1929","VIDEO: Chiefs fan celebrates by faux-face-fucking nearby Patriots fan. ","sports"
"1930","Andy Reid on Husain Abdullah: ""When you go to Mecca, you should be able to slide wherever you want."" ","sports"
"1931","Raiders fire Dennis Allen after 0-4 start: ","sports"
"1932","Don't ask Bill Belichick if it's time to start thinking about his QBs: ","sports"
"1933","Chiefs safety Husain Abdullah was flagged for his Muslim-prayer touchdown celebration: ","sports"
"1934","Michigan AD statement on why a concussed quarterback was re-inserted into game blames ""lack of communication"" ","sports"
"1935","GIF: Chiefs safety Husain Abdullah flagged for prostrating after touchdown ","sports"
"1936","Come check out the best NBA media day photos from around the league: ","sports"
"1937","Lawsuit: George O'Leary called NFL ""one big 'Ru-Ru' tribe"" ","sports"
"1938","VIDEO: High school football player shrugs of tacklers like gnats ","sports"
"1939","Browns fans allegedly ditch kids at home to tailgate game: ","sports"
"1940","The highest-paid player in MLS doesn't actually play in MLS yet ","sports"
"1941","Joseph Fauria says he hurt himself trying to stop his puppy from peeing in the house. Also, his puppy is adorable: ","sports"
"1942","The Wizards lead the NBA in Street Fighter hairdos ","sports"
"1943","Model strips naked, fights cops at Aussie Rules Grand Final [NSFW] ","sports"
"1944","Report: MLS will shut down Chivas USA as it seeks owners for a new Los Angeles club. ","sports"
"1945","VIDEO: Ohio State band puts on ""Wizard of Oz"" halftime show, featuring dancing scarecrow. ","sports"
"1946","LaRon Landry responds to PED suspension with penis illusion: ","sports"
"1947","Colts immediately cut Da'Rick Rogers after DUI arrest ","sports"
"1948","So did Rajon Rondo break his hand at a trampoline park or not? ","sports"
"1949","Kyle Orton's back, baby: ","sports"
"1950","Michigan's problem isn't commercialism; Michigan's problem is it stinks ","sports"
"1951","Important new WSJ study: St. Louis Cardinals are the most hateable MLB playoff team ","sports"
"1952","Adrian Peterson's inspirational pregame text messages fired up the Vikings: ","sports"
"1953","Michigan coach Brady Hoke deflects criticism about re-inserting dazed quarterback, says he doesn't decide who plays ","sports"
"1954","VIDEO: CFL linebacker talks trash to opponent during halftime interview ","sports"
"1955","Report: Jovan Belcher showed signs of CTE ","sports"
"1956","TGI Fridays is breaking up with its own restaurants: ","sports"
"1957","NFL owners are all Dick Tracy villains: ","sports"
"1958","Here's Falcons coach Mike Smith digging deep in his nose and plucking a fat booger: ","sports"
"1959","VIDEO: Man dropped with single punch in brawl at Notre Dame-Syracuse game. ","sports"
"1960","VIDEO: Soccer player tries to steal ref's red card before he can send off a teammate ","sports"
"1961","That ESPN domestic violence panel you keep hearing about isn't real: ","sports"
"1962","E.J. Manuel was the most catastrophic quarterback of Week 4: ","sports"
"1963","The Cardinals made sure not to celebrate in the Diamondbacks' pool because they are all class: ","sports"
"1964","Wizards owner Ted Leonsis is an insane blogger: ","sports"
"1965","LeBron's hair is gone again. What the hell? ","sports"
"1966","Brady Hoke's statement on Shane Morris only mentions a leg injury: ","sports"
"1967","VIDEO: Jamie Donaldson, the morning after Ryder Cup win: ""I'm still drunk"" ","sports"
"1968","VIDEO: Ryan Fitzpatrick went a little nuts during his pregame pep talk ","sports"
"1969","The Jets aren't happy about fans chanting ""We Want Vick"" at Geno Smith: ","sports"
"1970","""Soccer is gay"" jokes, faux-lesbianism, and everything else Bill Simmons that got censored by ESPN: ","sports"
"1971","The Angels' plan to get stadium subsidies from Anaheim isn't going so well: ","sports"
"1972","Diamondbacks fire Grit Lord Kirk Gibson: ","sports"
"1973","Wrong cricket, buddy: ","sports"
"1974","VIDEO: Mario Balotelli does helium voice trick, still has the spirit of a child: ","sports"
"1975","VIDEO: Tiny football players try to run through banner, fail. ","sports"
"1976","AUDIO: CBS radio producer gets all emotional about Derek Jeter ","sports"
"1977","RT @DSconcourse: Local TV news channels try to cover Shellshock bug, fail miserably (supercut) ","sports"
"1978","Coffee beverages, ranked: ","sports"
"1979","GIF: Hey, come over and look at this soccer player's floppy dong real quick. ","sports"
"1980","The most popular color combinations in college football ","sports"
"1981","How to be a soccer fan: ","sports"
"1982","That Derek Jeter screencap, with every number being two, is fake: ","sports"
"1983","How Bill Simmons lost his strongest ally at ESPN: ","sports"
"1984","A Redskins fan who hates the team name defends his fellow fans who want it to stay: ","sports"
"1985","The oral history of the 2003 World Series of Poker Main Event, Day One ","sports"
"1986","Washington keeps serving fans skunked World Cup beer: ","sports"
"1987","Old-ass, fat-ass bear roams around Canadian neighborhood: ","sports"
"1988","Milwaukee Brewers eliminated; fans left with sheets of useless playoff tickets. ","sports"
"1989","Steve Smith warned of ""blood and guts,"" and DeAngelo Williams is ready: ","sports"
"1990","Derek Jeter went out the way he deserved: ","sports"
"1991","VIDEO: Comcast SportsNet airs live a very, very profane speech from Hunter Pence ","sports"
"1992","Update: Hornets wing Jeff Taylor arrested for second time in 19 hours ","sports"
"1993","VIDEO: The Daily Show goes in on the Redskins name controversy ","sports"
"1994","A Deadspin investigation into Ryan Tannehill's thumbs: ","sports"
"1995","VIDEO: Derek Jeter hits walk-off in final at-bat at Yankee Stadium ","sports"
"1996","University of Cincinnati running back killed in motorcycle accident: ","sports"
"1997","Law enforcement official: We sent the Ray Rice tape to the NFL ","sports"
"1998","Charlotte Hornets small forward Jeff Taylor charged with domestic assault: ","sports"
"1999","Charlie Strong has been drug-testing the crap out of his players: ","sports"
"2000","Phil Hughes turned down the Twins' $500,000 offer, so the team's billionaire owner can keep it instead. ","sports"
"2001","New baseball cards visualize advanced stats ","sports"
"2002","Yasiel Puig uses his mouth to open two beers at the same damn time: ","sports"
"2003","Mets writer notes team hasn't balked all year; Mets immediately balk. ","sports"
"2004","Why football players crave contact. Jamboroo! ","sports"
"2005","VIDEO: This church song-and-dance routine is the most excruciating thing you will ever watch ","sports"
"2006","The SEC really does get the best players ","sports"
"2007","How do other notable ESPN suspensions compare with Bill Simmons's? ","sports"
"2008","VIDEO: Juan Uribe's kid is a dancing machine. ","sports"
"2009","VIDEO: Alleged striker fails to score easiest goal ever ","sports"
"2010","Steve Ballmer will institute a no-Apple policy for the Clippers: ","sports"
"2011","PHOTO: I can't stop looking at Mario Balotelli's new haircut ","sports"
"2012","Mike Wilbon and Colin Cowherd smeared Sean Taylor before his body was cold. Now they've got nothing to say: ","sports"
"2013","Here's the surveillance video of Rex Chapman allegedly stealing $14,000 of stuff from the Apple Store ","sports"
"2014","We're all on Stevie Johnson's fantasy work team: ","sports"
"2015","Losses don't get much more painful than the Mariners' last night: ","sports"
"2016","A rain delay cost Phil Hughes $500,000: ","sports"
"2017","Clayton Kershaw is a goddamn wizard: ","sports"
"2018","The opening night of the 2014-15 NBA season in a photo. #TryMe ","sports"
"2019","Lakers rookie Julius Randle stretchered off the court in regular season debut. TNT's Rachel Nichols reports Randle suffered a broken leg.","sports"
"2020","Let's play seven!The Royals shut out the Giants in a rout to force the World Series to a decisive Game 7 Wednesday. ","sports"
"2021","The @Seahawks invited two local high school teams to practice at their facility in the wake of a school shooting. ","sports"
"2022","Hockey legend Gordie Howe suffered ""a pretty bad stroke"" on Sunday, according to his son, Dr. Murray Howe. ","sports"
"2023","The Cardinals left one light on for Oscar Taveras. ","sports"
"2024","The first College Football Playoff rankings are out: ","sports"
"2025","WATCH: NHL Live on @NBCSN, followed by Wild vs. Bruins. Watch live online here: ","sports"
"2026","Did Man United provide a blueprint on how to beat Chelsea? @JPW_NBCSports explores: ","sports"
"2027","Confused about the the College Football Playoff? @DougFlutie is here to help. #30SecondsToKnow ","sports"
"2028","Twelve-time All-Pro CB Champ Bailey to retire, agent says: ","sports"
"2029","WATCH: @Steelers CB @Ike_SwagginU tells @ProFootballTalk his body is the ""black Bruce Lee"" ","sports"
"2030","The Astros are talking about doing away with Tal's Hill in center field at Minute Maid Park. ","sports"
"2031","Will LeBron and the Cavs win it all? Our @nbcprobballtalk team filed their picks here: ","sports"
"2032","Power Rankings by @ProFootballTalk:1) DEN2) ARI3) DAL4) PHI5) NEMore: ","sports"
"2033","Doubt @kobebryant if you dare. He has a knack for proving people wrong. ","sports"
"2034","For the Giants, a win tonight means 3 titles in 5 years. For the Royals, it's now or never. ","sports"
"2035","Who joins the Spurs &amp; Cavs as title contenders? @BasketballTalk &amp; @JennaCorrado break it down ","sports"
"2036","Mia Hamm was nominated to the @OfficialASRoma board, reportedly to run the team's academies. ","sports"
